연도,광역,시군구,시설명,사업자등록번호,시설군
2020,강원,춘천시,근화어린이집,221-80-00725,어린이집
2020,강원,춘천시,나래어린이집,221-80-12099,어린이집
2020,강원,춘천시,넘버원 pc방,804-17-00322,PC영업시설
2020,강원,춘천시,다경어린이집,221-80-32324,어린이집
2020,강원,춘천시,두미르어린이집,774-80-00933,어린이집
2020,강원,춘천시,롯데쇼핑㈜롯데마트 석사점,221-85-14210,대규모점포
2020,강원,춘천시,롯데쇼핑㈜롯데마트춘천점,221-85-13583,실내주차장
2020,강원,춘천시,롯데쇼핑㈜롯데마트춘천점,221-85-13583,대규모점포
2020,강원,춘천시,메가박스 남춘천,806-85-00123,영화상영관
2020,강원,춘천시,미래산후조리원,221-90-12026,산후조리원
2020,강원,춘천시,봄내병원,314-90-30840,의료기관
2020,강원,춘천시,브라운5번가 지하주차장,221-81-30702,실내주차장
2020,강원,춘천시,사랑샘어린이집,221-80-13313,어린이집
2020,강원,춘천시,사우어린이집,221-80-12667,어린이집
2020,강원,춘천시,사회문화어린이집,221-80-11751,어린이집
2020,강원,춘천시,산내들어린이집,221-80-27364,어린이집
2020,강원,춘천시,성골롬반의집,221-82-10339,노인요양시설
2020,강원,춘천시,신세계이마트 춘천점,206-86-50913,대규모점포
2020,강원,춘천시,신세계이마트 춘천점,206-86-50913,실내주차장
2020,강원,춘천시,아이존어린이집,221-82-69562,어린이집
2020,강원,춘천시,암스트롱요양병원,223-82-03590,의료기관
2020,강원,춘천시,애니와투니어린이집,221-80-12750,어린이집
2020,강원,춘천시,애솔어린이집,221-82-08871,어린이집
2020,강원,춘천시,양지노인마을,221-82-10829,노인요양시설
2020,강원,춘천시,엘리시안강촌,104-81-18121,실내주차장
2020,강원,춘천시,연화마을,221-82-11115,노인요양시설
2020,강원,춘천시,예슬어린이집,221-82-07402,어린이집
2020,강원,춘천시,예인아이사랑어린이집,221-80-26123,어린이집
2020,강원,춘천시,옥광산찜질방,761-88-01039,목욕장
2020,강원,춘천시,우리은행 춘천점,221-85-06200,실내주차장
2020,강원,춘천시,월드비전춘천어린이집,221-82-13957,어린이집
2020,강원,춘천시,월드온천24,221-81-36481,목욕장
2020,강원,춘천시,은영어린이집,221-80-11372,어린이집
2020,강원,춘천시,이루숲어린이집,164-80-00607,어린이집
2020,강원,춘천시,인성병원,221-81-00829,의료기관
2020,강원,춘천시,자람어린이집,221-80-30078,어린이집
2020,강원,춘천시,자수정불사우나,221-12-27929,목욕장
2020,강원,춘천시,정훈실버빌,221-90-76108,노인요양시설
2020,강원,춘천시,제이드팰리스골프클럽,101-81-30747,실내주차장
2020,강원,춘천시,㈜메가마트M 춘천점,221-85-12018,실내주차장
2020,강원,춘천시,㈜메가마트M 춘천점,221-85-12018,대규모점포
2020,강원,춘천시,㈜엠에스리테일,622-81-26610,대규모점포
2020,강원,춘천시,지텍빌리지어린이집,221-80-31233,어린이집
2020,강원,춘천시,지하도상가,221-85-06684,실내주차장
2020,강원,춘천시,지하도상가,221-85-06684,지하도상가
2020,강원,춘천시,춘천YWCA어린이집,221-82-04822,어린이집
2020,강원,춘천시,춘천교육문화관,221-83-03586,도서관
2020,강원,춘천시,춘천노인전문병원,221-82-13603,의료기관
2020,강원,춘천시,춘천새윤요양병원,221-96-01384,의료기관
2020,강원,춘천시,춘천서인정신병원,221-82-04098,의료기관
2020,강원,춘천시,춘천스파레저,221-09-79335,목욕장
2020,강원,춘천시,춘천시립도서관,221-83-00385,도서관
2020,강원,춘천시,춘천시립요양원,221-82-67429,노인요양시설
2020,강원,춘천시,춘천애니메이션박물관,221-82-09598,박물관
2020,강원,춘천시,춘천예현병원,221-82-15386,의료기관
2020,강원,춘천시,춘천요양병원,409-90-46882,의료기관
2020,강원,춘천시,춘천원광효도의집,221-82-61425,노인요양시설
2020,강원,춘천시,춘천철원축협 하나로클럽 퇴계점,221-82-12434,대규모점포
2020,강원,춘천시,춘천청소년도서관,221-83-00497,도서관
2020,강원,춘천시,춘천호반요양병원,221-82-14131,의료기관
2020,강원,춘천시,큰꿈어린이집,175-80-01095,어린이집
2020,강원,춘천시,킹스키즈어린이집,319-80-01657,어린이집
2020,강원,춘천시,토마스요양병원,373-99-00450,의료기관
2020,강원,춘천시,토이로봇관,221-82-09598,박물관
2020,강원,춘천시,퇴계연꽃어린이집,221-80-12425,어린이집
2020,강원,춘천시,퇴계한숲어린이집,358-80-01647,어린이집
2020,강원,춘천시,푸른솔어린이집,221-82-06626,어린이집
2020,강원,춘천시,피노키오어린이집,221-82-07168,어린이집
2020,강원,춘천시,한국교직원공제회 강원회관,221-82-06801,실내주차장
2020,강원,춘천시,한림대학교부속춘천성심병원,221-82-03051,의료기관
2020,강원,춘천시,한마음어린이집,221-80-26249,어린이집
2020,강원,춘천시,행복이가득한집,221-80-30743,노인요양시설
2020,강원,춘천시,호반실버요양원,221-82-16143,노인요양시설
2020,강원,춘천시,호산후조리원,221-90-86945,산후조리원
2020,강원,춘천시,홈플러스 춘천점,220-81-60348,대규모점포
2020,강원,춘천시,화산스파랜드,221-81-27565,목욕장
2020,강원,춘천시,효자어린이집,221-80-11765,어린이집
2020,강원,태백시,(주)이마트 태백점,206-86-50913,대규모점포
2020,강원,태백시,근로복지공단 태백병원,228-82-00069,의료기관
2020,강원,태백시,근로복지공단태백병원 부설케어센터,222-82-07235,노인요양시설
2020,강원,태백시,늘봄어린이집,228-82-00962,어린이집
2020,강원,태백시,삼육미래클어린이집,222-80-03690,어린이집
2020,강원,태백시,안식의집,228-82-01525,노인요양시설
2020,강원,태백시,태백 고생대자연사박물관,228-83-01371,박물관
2020,강원,태백시,태백노인전문요양원,222-82-04918,노인요양시설
2020,강원,태백시,태백산보석사우나,222-09-75593,목욕장
2020,강원,태백시,태백석탄박물관,228-83-01371,박물관
2020,강원,태백시,태백시보건소,228-83-00902,의료기관
2020,강원,태백시,태백시실버요양원,222-82-08888,노인요양시설
2020,강원,태백시,하이원태백어린이집,222-82-62960,어린이집
2020,강원,평창군,(주)현림레미콘지점휘닉스찜질방,224-85-27581,목욕장
2020,강원,평창군,HAPPY700 평창시네마,837-87-01998,영화상영관
2020,강원,평창군,라마다호텔&스위트평창,650-85-23065,목욕장
2020,강원,평창군,알펜시아리조트,221-82-07004,목욕장
2020,강원,평창군,알펜시아리조트,221-82-07004,영화상영관
2020,강원,평창군,알펜시아리조트,221-82-07004,실내주차장
2020,강원,평창군,연꽃어린이집,226-80-04196,어린이집
2020,강원,평창군,용평리조트,226-81-24374,목욕장
2020,강원,평창군,용평리조트,226-81-24374,실내주차장
2020,강원,평창군,용평어린이집,226-80-04560,어린이집
2020,강원,평창군,월정사노인요양원,196-82-00189,노인요양시설
2020,강원,평창군,평창군보건의료원,225-83-00956,의료기관
2020,강원,평창군,평창어린이집,225-82-02151,어린이집
2020,강원,평창군,한화호텔앤리조트 평창,101-81-30747,실내주차장
2020,강원,평창군,해오름자연요양병원,477-82-00040,의료기관
2020,강원,평창군,휘닉스중앙평창(주),224-85-05554,목욕장
2020,강원,평창군,휘닉스중앙평창(주),224-85-05554,실내주차장
2020,강원,홍천군,꿈나무어린이집,223-82-02330,어린이집
2020,강원,홍천군,너브내노인전문요양원,223-82-05230,노인요양시설
2020,강원,홍천군,대명비발디파크,223-81-08341,영화상영관
2020,강원,홍천군,대명비발디파크,223-81-08341,실내주차장
2020,강원,홍천군,대명비발디파크,223-81-08341,목욕장
2020,강원,홍천군,안나노인요양원,223-82-04546,노인요양시설
2020,강원,홍천군,연호요양병원,223-82-03912,의료기관
2020,강원,홍천군,예일어린이집,223-80-07480,어린이집
2020,강원,홍천군,우성어린이집,223-80-00828,어린이집
2020,강원,홍천군,조은어린이집,223-80-00809,어린이집
2020,강원,홍천군,중앙어린이집,223-82-04532,어린이집
2020,강원,홍천군,해맑은어린이집,223-80-05901,어린이집
2020,강원,홍천군,홍천군노인요양원,223-82-62186,노인요양시설
2020,강원,홍천군,홍천군보건소,223-83-00057,의료기관
2020,강원,홍천군,홍천노인전문요양원,223-82-60378,노인요양시설
2020,강원,홍천군,홍천시네마,223-82-05716,영화상영관
2020,강원,홍천군,홍천아산병원,223-82-01947,의료기관
2020,강원,홍천군,희망어린이집,223-82-02169,어린이집
2020,강원,화천군,DMZ시네마,221-82-16478,영화상영관
2020,강원,화천군,늘푸른상리어린이집,221-80-26138,어린이집
2020,강원,화천군,산천어시네마,221-82-16478,영화상영관
2020,강원,화천군,원광보은의집,221-82-60595,노인요양시설
2020,강원,화천군,토마토시네마,221-82-16478,영화상영관
2020,강원,화천군,화천군보건의료원,221-83-00745,의료기관
2020,강원,화천군,화천어린이집,221-80-13292,어린이집
2020,강원,횡성군,공근어린이집,224-82-06213,어린이집
2020,강원,횡성군,녹지어린이집,224-82-04326,어린이집
2020,강원,횡성군,뉴스프링요양원,224-90-89465,노인요양시설
2020,강원,횡성군,스마일카운티요양원,224-82-13747,노인요양시설
2020,강원,횡성군,신안종합리조트(주),224-81-52476,실내주차장
2020,강원,횡성군,신안종합리조트(주),224-81-52476,목욕장
2020,강원,횡성군,예원어린이집,224-80-13966,어린이집
2020,강원,횡성군,우천어린이집,224-82-03953,어린이집
2020,강원,횡성군,이안애어린이집,224-80-26312,어린이집
2020,강원,횡성군,중앙어린이집,224-80-02168,어린이집
2020,강원,횡성군,큰빛어린이집,224-89-02031,어린이집
2020,강원,횡성군,횡성군노인전문요양원,224-82-10584,노인요양시설
2020,강원,횡성군,횡성군립도서관,224-83-00929,노인요양시설
2020,강원,횡성군,횡성군립도서관,224-83-00929,도서관
2020,강원,횡성군,횡성대성병원,224-82-07134,의료기관
2020,강원,횡성군,횡성시네마,197-82-00111,영화상영관
2020,강원,횡성군,횡성어린이집,224-80-09119,어린이집
2020,경기,가평군,가평꽃동네노인요양원,132-82-07631,의료기관
2020,경기,가평군,가평베네스트골프클럽,132-85-10587,실내주차장
2020,경기,가평군,가평산속요양병원,120-91-12792,의료기관
2020,경기,가평군,가평푸른숲요양병원,696-96-00366,의료기관
2020,경기,가평군,노체리안드리자애병원,132-82-07645,의료기관
2020,경기,가평군,뉴새마을사우나,132-27-95887,목욕장
2020,경기,가평군,더스테이힐링파크,649-85-00379,목욕장
2020,경기,가평군,맹호어린이집,175-80-00233,어린이집
2020,경기,가평군,백암천,132-09-44142,목욕장
2020,경기,가평군,사무엘어린이집,132-80-02781,어린이집
2020,경기,가평군,아이사랑아트스쿨어린이집,132-80-08446,어린이집
2020,경기,가평군,에덴스포츠텔사우나,132-27-47691,목욕장
2020,경기,가평군,예원어린이집,132-80-18468,어린이집
2020,경기,가평군,이코노미호텔,132-85-37965,목욕장
2020,경기,가평군,청심국제병원,132-82-06137,실내주차장
2020,경기,가평군,청심국제병원,132-82-06137,의료기관
2020,경기,가평군,청평비상에듀기숙학원,837-81-00508,학원
2020,경기,가평군,청평비타에듀기숙학원,306-86-00367,학원
2020,경기,가평군,청평우리병원,132-82-07311,의료기관
2020,경기,가평군,통큰에듀파크어린이집,132-80-21245,어린이집
2020,경기,가평군,한샘여학생기숙학원,132-86-10662,학원
2020,경기,가평군,한석봉도서관,132-83-00479,도서관
2020,경기,가평군,홍익어린이집,132-80-13707,어린이집
2020,경기,고양시,(사)사랑채유료노인전문요양원,128-82-09076,노인요양시설
2020,경기,고양시,24시호수불한증막사우나,128-21-48267,목욕장
2020,경기,고양시,3pop PC,527-31-00741,PC영업시설
2020,경기,고양시,3POP 화정점,535-15-00437,PC영업시설
2020,경기,고양시,7(세븐) PC방,302-07-62497,PC영업시설
2020,경기,고양시,7(세븐)PC,235-09-00462,PC영업시설
2020,경기,고양시,A+따뜻한요양원,166-80-01164,노인요양시설
2020,경기,고양시,ACDC플러스PC방,481-52-00571,PC영업시설
2020,경기,고양시,CGV 일산,104-81-45690,영화상영관
2020,경기,고양시,CGV 화정,128-86-78789,영화상영관
2020,경기,고양시,EBS디지털통합사옥,229-82-01343,실내주차장
2020,경기,고양시,EBS직장어린이집,877-80-00789,어린이집
2020,경기,고양시,e편한세상 시티 삼송2차,134-81-87691,실내주차장
2020,경기,고양시,IBK참!좋은어린이집,128-80-43255,어린이집
2020,경기,고양시,IPCU,790-86-01498,PC영업시설
2020,경기,고양시,jtbc일산스튜디오,208-81-13302,실내주차장
2020,경기,고양시,kb골든타워,107-87-17399,실내주차장
